ticker_1,ticker_2,distance
IVZ,BEN,0.6838782111110095
DOC,UDR,0.7639774463575016
DOC,ARE,0.7810238132236541
UDR,ESS,0.47959278810341893
UDR,CPT,0.5271976214415813
CINF,L,0.7222709509533688
KIM,FRT,0.5544353618368976
MAA,CPT,0.4797000134767777
NWSA,NWS,0.2594609203633949
REG,FRT,0.49815834347570215
AIZ,L,0.828076273757887
